gene_id	gene_name	chr	tss	gene_expr_log2_mean
ENSG00000260565.2	ERVK13-1	chr16	2721356	1.475085
ENSG00000144445.11	KANSL1L	chr2	210968869	0.137504
ENSG00000213076.3	yR211F11.2	chr6	159343132	0.000000
ENSG00000216047.2	AL135784.1	chrX	130538526	0.000000
ENSG00000224041.2	IGKV3D-15	chr2	90153695	0.000000
ENSG00000244752.2	CRYBB2	chr22	25615488	0.000000
ENSG00000166444.13	ST5	chr11	8716152	0.000000
ENSG00000251783.1	RNU6-1170P	chr10	43100605	0.000000
ENSG00000213757.3	CTC-451P13.1	chr5	78580691	0.000000
ENSG00000123838.6	C4BPA	chr1	207277606	0.000000
ENSG00000207065.1	RNU5A-2P	chr4	82255456	0.000000
ENSG00000214043.3	RP5-944M2.3	chr12	126927026	0.000000
ENSG00000264580.1	MIR5692B	chr21	44371074	0.000000
ENSG00000126106.9	TMEM53	chr1	45140024	3.117695
ENSG00000141750.6	STAC2	chr17	37381871	0.000000
ENSG00000260939.1	RP11-467J12.3	chr16	53045148	0.000000
ENSG00000228755.1	PABPC1P8	chr10	42777217	0.000000
ENSG00000110756.13	HPS5	chr11	18308411	3.950468
ENSG00000205832.7	C16orf96	chr16	4606490	0.000000
ENSG00000253584.1	CTD-2374C24.1	chr5	104344568	0.000000
ENSG00000237628.2	RP11-522L3.4	chrX	102052458	0.000000
ENSG00000162460.6	TMEM82	chr1	16068916	0.000000
ENSG00000220240.1	RP11-76H14.5	chr6	87607264	0.000000
ENSG00000163788.9	SNRK	chr3	43328003	1.604071
ENSG00000090661.7	CERS4	chr19	8271619	3.704872
ENSG00000101844.13	ATG4A	chrX	107334897	3.510962
ENSG00000262995.1	CTD-2194A8.2	chr16	20452815	0.000000
ENSG00000144655.10	CSRNP1	chr3	39195016	0.310340
ENSG00000252611.1	RNU6-1121P	chr10	116729277	0.000000
ENSG00000226153.1	RP3-389A20.5	chrX	17723761	0.000000
ENSG00000199962.1	Y_RNA	chr21	18949115	0.000000
ENSG00000139168.3	ZCRB1	chr12	42719749	2.622930
ENSG00000140153.13	WDR20	chr14	102605839	5.159468
ENSG00000132693.8	CRP	chr1	159683507	0.000000
ENSG00000201308.1	RNU6-512P	chr2	136414099	0.000000
ENSG00000151503.8	NCAPD3	chr11	134023894	2.286881
ENSG00000255435.2	RP11-770J1.3	chr11	118401234	0.000000
ENSG00000238904.1	RNU7-34P	chr5	118093905	0.000000
ENSG00000120337.7	TNFSF18	chr1	173020006	0.000000
ENSG00000257583.1	RP11-167N24.4	chr12	95799230	0.000000
ENSG00000264129.1	AC020900.2	chr5	96030234	0.000000
ENSG00000224342.1	AC007879.1	chr2	208038357	0.000000
ENSG00000231154.1	MORF4L2-AS1	chrX	102942211	0.056584
ENSG00000202322.1	RNA5SP131	chr3	50457211	0.000000
ENSG00000228141.2	AC105339.1	chr15	83382695	0.000000
ENSG00000185515.10	BRCC3	chrX	154299694	3.207893
ENSG00000271032.1	CTD-2527I21.14	chr19	35516189	0.000000
ENSG00000196954.8	CASP4	chr11	104817869	2.097611
ENSG00000262528.1	LA16c-349E10.1	chr16	706144	0.000000
ENSG00000168264.6	IRF2BP2	chr1	234743790	1.367371
ENSG00000113231.9	PDE8B	chr5	76506273	0.000000
ENSG00000187266.9	EPOR	chr19	11491864	0.333424
ENSG00000212354.1	RNU6-1242P	chr18	37258536	0.000000
ENSG00000227157.1	AC068535.2	chr2	105027658	0.000000
ENSG00000166676.10	TVP23A	chr16	10867248	0.000000
ENSG00000103528.12	SYT17	chr16	19179292	0.622930
ENSG00000234132.1	RP11-168O16.2	chr1	201004223	0.000000
ENSG00000261682.1	RP11-19N8.7	chr16	33140636	0.000000
ENSG00000141644.13	MBD1	chr18	47799383	4.010780
ENSG00000207378.1	RNU6-748P	chr8	99475228	0.000000
ENSG00000181039.7	ANKRD34A	chr1	145470507	0.189034
ENSG00000229646.2	RP11-330A16.1	chr6	14599871	0.000000
ENSG00000213318.4	RP11-331F4.1	chr16	75227095	0.000000
ENSG00000251834.1	RNU6-319P	chr9	15431954	0.000000
ENSG00000185436.7	IFNLR1	chr1	24513688	0.111031
ENSG00000263881.1	MIR4436B2	chr2	111042429	0.000000
ENSG00000272033.1	RP11-52A20.2	chr1	167348344	0.000000
ENSG00000227247.1	TRIM60P13	chr13	89902304	0.000000
ENSG00000230173.1	AC006196.1	chr2	195595318	0.000000
ENSG00000249912.1	TRBV26	chr7	142403510	0.000000
ENSG00000185989.9	RASA3	chr13	114843388	0.985500
ENSG00000156374.10	PCGF6	chr10	105108656	1.056584
ENSG00000186572.2	DEFB107A	chr8	7673188	0.000000
ENSG00000266357.1	RP11-101O21.1	chr17	72108988	0.000000
ENSG00000244226.1	ILF2P1	chr3	65672975	0.000000
ENSG00000108826.11	MRPL27	chr17	48447884	0.830075
ENSG00000256281.1	RP11-136I14.2	chr11	115403637	0.000000
ENSG00000178605.8	GTPBP6	chrX	229080	0.056584
ENSG00000132463.9	GRSF1	chr4	71698884	4.481557
ENSG00000249196.2	RP11-669N7.2	chr12	129594173	0.000000
ENSG00000166446.10	CDYL2	chr16	80667027	0.084064
ENSG00000228803.1	AC073072.6	chr7	22788373	0.000000
ENSG00000207217.1	SNORA42	chr7	6056507	0.000000
ENSG00000238088.1	OFD1P7Y	chrY	21010149	0.000000
ENSG00000225471.2	RP11-262D11.2	chrX	71364033	0.000000
ENSG00000272023.1	CTC-350I8.1	chr5	132299461	0.000000
ENSG00000159921.10	GNE	chr9	36249343	2.176323
ENSG00000147647.8	DPYS	chr8	105393589	0.000000
ENSG00000249924.2	RP11-27G13.1	chr4	156208238	0.000000
ENSG00000204290.6	BTNL2	chr6	32374850	0.000000
ENSG00000270503.1	RP11-407N17.6	chr14	39684268	0.000000
ENSG00000211579.1	MIR759	chr13	53384178	0.000000
ENSG00000259456.2	RP5-914P20.5	chr20	49547520	0.084064
ENSG00000235071.1	RP11-759L5.2	chrX	16493413	0.000000
ENSG00000227138.1	RP11-421B23.2	chr9	10777356	0.000000
ENSG00000141994.11	DUS3L	chr19	5785716	4.985500
ENSG00000221589.1	AC100817.1	chr8	56589833	0.000000
ENSG00000160191.13	PDE9A	chr21	44073745	0.378512
ENSG00000265536.1	AL591042.1	chr1	108318828	0.000000
ENSG00000211816.2	TRAV38-1	chr14	22739850	0.000000
ENSG00000235996.1	RP11-97N19.2	chr20	19194071	0.000000
ENSG00000223981.1	PHBP6	chr7	74619640	0.000000
ENSG00000264510.1	BX649553.3	chrX	1410647	0.000000
ENSG00000265477.1	RP11-720L2.2	chr18	424366	0.000000
ENSG00000207207.1	Y_RNA	chr2	85661629	0.000000
ENSG00000135837.11	CEP350	chr1	179923872	2.372952
ENSG00000255244.1	RP11-583F24.8	chr11	18956531	0.000000
ENSG00000251988.1	RNU4ATAC18P	chr6	160141522	0.000000
ENSG00000225750.1	RP11-242O24.3	chr1	29473456	0.000000
ENSG00000111203.7	ITFG2	chr12	2921787	2.007196
ENSG00000231082.1	RP11-514F8.2	chr10	82409552	0.000000
ENSG00000207386.1	Y_RNA	chr2	206890316	0.000000
ENSG00000259186.1	MRPS15P1	chr15	73776234	0.000000
ENSG00000249865.1	CTD-2296D1.4	chr5	7373137	0.000000
ENSG00000226702.1	AC011306.2	chr2	56274411	0.000000
ENSG00000237261.1	AC233263.1	chr2	90532367	0.000000
ENSG00000188599.13	NPIPP1	chr16	15213021	0.000000
ENSG00000211820.1	TRAV41	chr14	22788619	0.000000
ENSG00000161671.12	EMC10	chr19	50979656	3.443607
ENSG00000187720.10	THSD4	chr15	71389290	0.000000
ENSG00000185128.11	TBC1D3F	chr17	36283970	0.000000
ENSG00000223995.2	RPL32P35	chrX	127972762	0.000000
ENSG00000264050.1	RP11-22N12.2	chr17	27524753	0.000000
ENSG00000202502.1	RNA5SP151	chr3	182976154	0.000000
ENSG00000222596.1	AL445523.1	chrX	64435116	0.000000
ENSG00000265268.1	AL356140.1	chr10	85196835	0.000000
ENSG00000227456.3	LINC00310	chr21	35552977	0.000000
ENSG00000222679.1	RNU6-1267P	chr17	28615145	0.028569
ENSG00000232713.2	AC010733.5	chr2	61165689	0.000000
ENSG00000256263.1	DDX11L8	chr12	93381	0.000000
ENSG00000235565.1	RP11-86H7.7	chr1	95089690	0.000000
ENSG00000252599.1	RNU6-566P	chr2	44381984	0.000000
ENSG00000261611.3	AC010547.9	chr16	71523164	0.000000
ENSG00000264958.2	ALOX12P1	chr17	28856705	0.000000
ENSG00000207045.1	RNU6-532P	chr7	95959949	0.000000
ENSG00000188152.8	NUTM2G	chr9	99690591	0.000000
ENSG00000261189.1	RP3-512B11.3	chr6	7541521	0.000000
ENSG00000256273.1	RP11-71J4.2	chr12	68738443	0.000000
ENSG00000248439.2	RP11-402J6.2	chr4	113451778	0.000000
ENSG00000225854.2	RP11-569G9.7	chr1	26653178	0.000000
ENSG00000233217.1	MROH3P	chr1	200890121	0.000000
ENSG00000137507.7	LRRC32	chr11	76376965	0.000000
ENSG00000264133.1	AC006953.1	chr19	44167376	0.000000
ENSG00000262999.1	CTD-3088G3.6	chr16	11559115	0.000000
ENSG00000221595.1	AC010458.1	chr19	48554716	0.000000
ENSG00000215866.3	RP11-426L16.8	chr1	113392349	0.000000
ENSG00000226420.1	IGLV3-4	chr22	23200199	0.000000
ENSG00000182591.4	KRTAP11-1	chr21	32253824	0.000000
ENSG00000147669.6	POLR2K	chr8	101162811	4.613532
ENSG00000185386.10	MAPK11	chr22	50708743	0.111031
ENSG00000227921.1	AL353791.1	chr9	40028619	0.000000
ENSG00000196169.10	KIF19	chr17	72322348	0.000000
ENSG00000186174.8	BCL9L	chr11	118779208	0.028569
ENSG00000250643.1	RP11-93K22.6	chr3	129688087	0.000000
ENSG00000130035.2	GALNT8	chr12	4829506	0.000000
ENSG00000265601.1	AL845321.1	chr9	67225402	0.000000
ENSG00000231144.1	EEF1A1P40	chrX	106275477	0.000000
ENSG00000223727.2	AC026188.1	chr3	3525731	0.000000
ENSG00000249779.1	RP11-447H19.3	chr5	43206810	0.000000
ENSG00000263448.1	AL133410.1	chr9	35811497	0.000000
ENSG00000270316.1	C10orf32-ASMT	chr10	104614028	0.604071
ENSG00000252223.1	RNU6-1049P	chr2	130866833	0.000000
ENSG00000265329.1	MIR4758	chr20	60907563	0.000000
ENSG00000204511.2	MCCD1	chr6	31496493	0.000000
ENSG00000243254.2	RN7SL350P	chr8	100626256	0.000000
ENSG00000223082.1	AC121336.1	chr12	40200926	0.000000
ENSG00000266176.1	RP11-855A2.5	chr17	65992497	0.000000
ENSG00000265615.1	AC108105.1	chr5	40320419	0.000000
ENSG00000250799.5	PRODH2	chr19	36293322	0.000000
ENSG00000176555.1	OR4S1	chr11	48327774	0.000000
ENSG00000105983.15	LMBR1	chr7	156471770	2.839960
ENSG00000137558.3	PI15	chr8	75736771	0.000000
ENSG00000107554.11	DNMBP	chr10	101649202	4.298658
ENSG00000224410.1	AC097499.2	chr2	126580684	0.000000
ENSG00000237331.1	XIAP-AS1	chrX	123007732	0.000000
ENSG00000214820.3	MPRIPP1	chr3	44622468	0.000000
ENSG00000201607.1	RNU4-16P	chr7	94727538	0.000000
ENSG00000129675.11	ARHGEF6	chrX	135849452	0.000000
ENSG00000199771.1	RNA5SP426	chr16	50903436	0.000000
ENSG00000201312.1	RNA5SP72	chr1	184984149	0.000000
ENSG00000223967.1	RP11-505P4.5	chr6	74236552	0.000000
ENSG00000131650.9	KREMEN2	chr16	3013944	2.427606
ENSG00000231609.1	AC009501.4	chr2	63273694	0.000000
ENSG00000105792.15	C7orf63	chr7	89874487	0.464668
ENSG00000253310.1	IGHVIII-76-1	chr14	107240229	0.000000
ENSG00000178252.13	WDR6	chr3	49044494	5.674122
ENSG00000237702.2	TRBV3-1	chr7	142008364	0.000000
ENSG00000105948.9	TTC26	chr7	138818489	3.137504
ENSG00000199203.1	Y_RNA	chr2	211130686	0.000000
ENSG00000231643.4	GHc-210E9.2	chrX	100446348	0.000000
ENSG00000240864.1	IGKV1-16	chr2	89399804	0.000000
ENSG00000165637.9	VDAC2	chr10	76969911	4.643856
ENSG00000002745.8	WNT16	chr7	120965420	0.000000
ENSG00000211904.2	IGHJ2	chr14	106331410	0.000000
ENSG00000265780.1	RP11-449L23.3	chr17	71515984	0.000000
ENSG00000188991.3	SLC15A5	chr12	16430569	0.000000
ENSG00000101213.5	PTK6	chr20	62168645	0.056584
ENSG00000204978.2	C19orf69	chr19	41949062	0.000000
ENSG00000110719.5	TCIRG1	chr11	67806482	0.099536
ENSG00000201180.1	RNU6-115P	chr20	15003497	0.000000
ENSG00000226829.1	RP5-945F2.3	chr7	67753170	0.000000
ENSG00000263980.1	BX649553.2	chrX	1412507	0.000000
ENSG00000272114.1	RP1-261G23.7	chr6	43738303	0.000000
ENSG00000227935.1	RP6-102O10.1	chr1	57852247	0.000000
ENSG00000204038.3	AL359195.1	chr10	82009465	0.000000
ENSG00000242110.3	AMACR	chr5	34008083	2.735522
ENSG00000211577.1	AC090673.1	chr12	66251792	0.028569
ENSG00000161920.5	MED11	chr17	4634722	3.693766
ENSG00000255339.2	NDUFB8	chr10	102289571	5.129283
ENSG00000104435.9	STMN2	chr8	80523048	0.000000
ENSG00000007933.8	FMO3	chr1	171060017	0.000000
ENSG00000258924.4	CTB-96E2.3	chr17	26684669	3.689299
ENSG00000266262.1	MIR4428	chr1	237634418	0.000000
ENSG00000134444.9	KIAA1468	chr18	59854490	1.895303
ENSG00000184661.9	CDCA2	chr8	25316512	1.641546
ENSG00000173334.3	TRIB1	chr8	126442562	1.454176
ENSG00000234160.1	RP11-613M10.6	chr9	37509146	0.056584
ENSG00000175398.2	OR10P1	chr12	56030643	0.000000
ENSG00000200259.1	SNORD35A	chr19	49994431	0.056584
ENSG00000157388.9	CACNA1D	chr3	53528682	0.000000
ENSG00000232793.2	DNAJC19P8	chr1	245446341	0.000000
ENSG00000263620.1	RP11-599B13.6	chr17	8066243	2.042644
ENSG00000225965.1	RP11-508N22.6	chr10	38450497	0.000000
ENSG00000227331.1	AC005042.2	chr2	159404936	0.000000
ENSG00000267399.1	RP11-456O19.5	chr18	53730259	0.000000
ENSG00000231776.1	RP1-90L14.1	chr6	85180572	0.000000
ENSG00000265836.1	AC139085.1	chr18	74463260	0.000000
ENSG00000237931.1	RP11-469E19.1	chrX	40936251	0.000000
ENSG00000261555.1	CTD-3229J4.1	chr16	17919108	0.000000
ENSG00000116678.14	LEPR	chr1	65886247	1.000000
ENSG00000201368.1	U3	chr5	35429165	0.000000
ENSG00000232254.1	CSF2RBP1	chr22	37349714	0.000000
ENSG00000227675.1	GS1-256O22.1	chrX	142627591	0.000000
ENSG00000181333.11	HEPHL1	chr11	93754526	0.000000
ENSG00000272410.1	RP11-438J1.1	chr3	10291055	0.028569
ENSG00000231615.2	RP11-296O14.2	chr1	173332822	0.000000
ENSG00000104324.11	CPQ	chr8	97657454	0.000000
ENSG00000215131.6	C16orf90	chr16	3545375	0.000000
ENSG00000133104.8	SPG20	chr13	36886498	3.094236
ENSG00000170006.7	TMEM154	chr4	153562527	0.970854
ENSG00000188389.6	PDCD1	chr2	242794988	0.925999
ENSG00000266934.1	RP11-332H18.3	chr17	59460145	0.000000
ENSG00000241693.2	RN7SL704P	chr22	38627725	0.000000
ENSG00000249320.1	RP11-206P5.1	chr4	25474138	0.000000
ENSG00000251562.3	MALAT1	chr11	65265232	8.925347
ENSG00000225979.1	AC010746.3	chr2	198176116	0.000000
ENSG00000169035.7	KLK7	chr19	51487027	0.000000
ENSG00000127554.12	GFER	chr16	2034207	0.310340
ENSG00000153822.9	KCNJ16	chr17	68049569	0.000000
ENSG00000233944.1	LINC00265-3P	chrY	27540153	0.000000
ENSG00000243601.1	RP11-152P17.1	chr8	106749943	0.000000
ENSG00000251216.1	RP11-161D15.3	chr4	174911952	0.000000
ENSG00000205505.7	AC006014.10	chr7	74966355	0.000000
ENSG00000228944.1	AC004485.3	chr7	24295288	0.000000
ENSG00000234611.1	OR2AT2P	chr11	74783047	0.000000
ENSG00000249330.1	RP11-436F23.1	chr4	46392271	0.000000
ENSG00000226637.1	RP6-206I17.3	chr1	143721121	0.000000
ENSG00000265140.1	MIR4301	chr11	113320760	0.000000
ENSG00000133317.10	LGALS12	chr11	63273555	0.000000
ENSG00000233178.3	RP11-88I18.2	chr9	71014137	0.000000
ENSG00000257069.1	RP11-783K16.10	chr11	64059193	0.000000
ENSG00000185074.7	OR7E31P	chr9	92978320	0.000000
ENSG00000235424.1	AC112211.3	chr3	33118695	0.000000
ENSG00000183918.10	SH2D1A	chrX	123480193	1.516015
ENSG00000105404.6	RABAC1	chr19	42461444	3.010780
ENSG00000188897.4	CTD-3088G3.8	chr16	11477512	0.000000
ENSG00000010072.11	SPRTN	chr1	231472849	1.495695
ENSG00000232563.1	AC026214.2	chr3	1436082	0.000000
ENSG00000225173.1	XXbac-BPG308K3.5	chr6	28806733	0.000000
ENSG00000259742.1	CTD-2014N11.1	chr15	45222770	0.000000
ENSG00000260047.1	RP11-989E6.2	chr16	32881305	0.000000
ENSG00000259298.1	RP11-562A8.4	chr15	50790891	0.000000
ENSG00000198719.7	DLL1	chr6	170599511	0.000000
ENSG00000100292.12	HMOX1	chr22	35776353	4.311794
ENSG00000142789.15	CELA3A	chr1	22328148	0.000000
ENSG00000205639.5	MFSD2B	chr2	24232950	0.000000
ENSG00000257762.1	RP11-626I20.3	chr12	103941571	0.000000
ENSG00000259012.2	CTD-2320B12.2	chr14	84642762	0.000000
ENSG00000248092.3	NNT-AS1	chr5	43602989	0.941106
ENSG00000221978.7	CCNL2	chr1	1324043	1.650765
ENSG00000199283.1	RNU1-58P	chr7	139941669	0.000000
ENSG00000272097.1	RP11-421M1.8	chr6	10747752	0.028569
ENSG00000143669.9	LYST	chr1	235875650	2.669027
ENSG00000259774.1	RP11-182J1.13	chr15	84977315	0.000000
ENSG00000267264.1	CTC-459F4.6	chr19	28294445	0.000000
ENSG00000181741.7	FDX1P1	chr20	33064229	0.000000
ENSG00000116771.5	AGMAT	chr1	15911555	0.286881
ENSG00000236031.1	RP11-269F20.1	chr1	243708833	0.000000
ENSG00000261093.1	CTD-3126B10.1	chr16	2649669	0.000000
ENSG00000254782.1	RP11-155D18.12	chr3	52007997	2.985500
ENSG00000248200.2	RP11-115A14.1	chr4	111067529	0.000000
ENSG00000242922.2	RPL21P104	chr12	62169703	0.028569
ENSG00000169325.9	GUSBP12	chr7	57269484	0.000000
ENSG00000103184.7	SEC14L5	chr16	5008317	0.000000
ENSG00000231607.4	DLEU2	chr13	50623287	3.000000
ENSG00000248531.3	NDUFA5P12	chr8	48076492	0.000000
ENSG00000211888.2	TRAJ1	chr14	23013980	0.000000
ENSG00000266339.1	RN7SL17P	chr17	20244055	0.000000
ENSG00000197818.7	SLC9A8	chr20	48429249	2.636915
ENSG00000229298.1	TUBB8P1	chr9	21812296	0.000000
ENSG00000104549.7	SQLE	chr8	126010738	1.659925
ENSG00000228336.1	OR9H1P	chr1	247938211	0.000000
ENSG00000200677.1	SNORD18	chr15	91298492	0.000000
ENSG00000238453.1	snoU13	chr7	77053055	0.000000
ENSG00000227033.1	AC105461.1	chr2	232880380	0.000000
ENSG00000207484.1	Y_RNA	chr15	52176752	0.000000
ENSG00000164543.5	STK17A	chr7	43622356	4.884598
ENSG00000152818.14	UTRN	chr6	144606836	2.214125
ENSG00000251373.1	RP11-68D16.1	chr4	29408721	0.000000
ENSG00000198208.7	RPS6KL1	chr14	75374137	0.028569
ENSG00000135473.10	PAN2	chr12	56712308	4.001802
ENSG00000164821.4	DEFA4	chr8	6795810	0.000000
ENSG00000100567.8	PSMA3	chr14	58711548	4.879706
ENSG00000187870.7	RNFT1P3	chr17	20657764	0.000000
ENSG00000169800.9	RBMY1F	chrY	24329045	0.000000
ENSG00000265355.1	MIR3136	chr3	69098136	0.000000
ENSG00000253785.1	CTC-308K20.3	chr5	172402513	0.000000
ENSG00000115350.7	POLE4	chr2	75185618	3.538538
ENSG00000226855.1	RP11-350G8.3	chr1	154351515	0.000000
ENSG00000199473.1	SNORA63	chr7	17412900	0.000000
ENSG00000213654.5	GPSM3	chr6	32160595	3.980025
ENSG00000181544.9	FANCB	chrX	14887315	1.704872
ENSG00000184933.3	OR6A2	chr11	6817078	0.000000
ENSG00000229188.2	RP4-553F4.2	chr20	32319584	0.000000
ENSG00000242419.1	PCDHGC4	chr5	140864740	0.000000
ENSG00000113525.5	IL5	chr5	131879164	0.056584
ENSG00000146021.10	KLHL3	chr5	136964319	0.604071
ENSG00000257687.1	RP11-609L23.3	chr12	43020889	0.000000
ENSG00000251363.2	RP11-129M6.1	chr14	41424102	0.000000
ENSG00000273149.1	RP11-290D2.6	chr13	45914173	0.137504
ENSG00000230871.1	RPS6P23	chr13	99825846	0.000000
ENSG00000176402.5	GJC3	chr7	99527193	0.000000
ENSG00000239193.1	snoU13	chr16	29550636	0.000000
ENSG00000270381.1	RP11-290D2.5	chr13	45837824	0.000000
ENSG00000227989.1	AC010141.8	chrY	23719906	0.000000
ENSG00000271932.1	U6	chr7	140583871	0.000000
ENSG00000270989.1	RP11-844P9.4	chr5	175630663	0.000000
ENSG00000104361.5	NIPAL2	chr8	99217354	0.333424
ENSG00000269926.1	RP11-442H21.2	chr10	74035688	0.056584
ENSG00000221680.1	MIR1278	chr1	193105632	0.000000
ENSG00000231258.2	ZSWIM5P2	chr17	20494449	0.000000
ENSG00000109062.5	SLC9A3R1	chr17	72744790	0.422233
ENSG00000229421.1	AC133141.1	chr3	25482943	0.000000
ENSG00000248525.2	CTD-2001E22.1	chr5	9658535	0.000000
ENSG00000225791.2	TRAM2-AS1	chr6	52442104	0.000000
ENSG00000160588.5	MPZL3	chr11	118122985	3.163499
ENSG00000080561.9	MID2	chrX	107068984	0.000000
ENSG00000198153.7	ZNF849P	chr19	22867968	0.000000
ENSG00000243469.1	RPL7P51	chr19	52152114	0.000000
ENSG00000230521.1	HCG4P7	chr6	29855995	0.000000
ENSG00000108509.16	CAMTA2	chr17	4872326	2.207893
ENSG00000270443.1	RP1-223H12.5	chr1	182403546	0.000000
ENSG00000233550.1	AC068137.11	chr2	131040251	0.000000
ENSG00000270995.1	RP11-29B11.5	chr9	102883132	0.000000
ENSGR0000229232.1	KRT18P53	chrY	456037	0.000000
ENSG00000101842.9	VSIG1	chrX	107288199	0.000000
ENSG00000253711.1	RP11-787D18.1	chr8	62213527	0.000000
ENSG00000206474.6	OR10C1	chr6	29407082	0.000000
ENSG00000237096.1	RP4-782G3.1	chr1	166877276	0.000000
ENSG00000226131.1	AC073465.3	chr2	174351040	0.000000
ENSG00000232650.1	RP5-834N19.1	chr1	119870798	0.000000
ENSG00000203737.2	GPR52	chr1	174417211	0.000000
ENSG00000235606.3	AK4P6	chr4	151948241	0.000000
ENSG00000264177.1	RP1-37N7.1	chr17	18292248	0.000000
ENSG00000265748.1	AC125387.1	chr19	7309262	0.000000
ENSG00000264894.1	AL590282.1	chrX	134340491	0.000000
ENSG00000207151.1	Y_RNA	chrX	11134263	0.000000
ENSG00000183432.6	ZBTB8OSP1	chr4	151642132	0.111031
ENSG00000107623.4	GDF10	chr10	48438926	0.000000
ENSG00000085433.11	WDR47	chr1	109584141	2.263034
ENSG00000174579.3	MSL2	chr3	135913346	0.485427
ENSG00000207563.1	MIR23B	chr9	97847489	0.000000
ENSG00000166025.13	AMOTL1	chr11	94439596	0.000000
ENSG00000241621.1	GOLGA2P6	chr10	30663265	0.000000
ENSG00000163655.11	GMPS	chr3	155588324	1.475085
ENSG00000234732.1	RPEP5	chr2	162787926	0.000000
ENSG00000184194.5	GPR173	chrX	53078272	0.000000
ENSG00000250405.2	RP11-114H7.2	chr5	130329945	0.000000
ENSG00000237677.1	AC113612.2	chr2	90294289	0.000000
ENSG00000220804.4	AC093642.5	chr2	243030783	1.422233
ENSG00000221844.2	RP11-404E6.1	chr9	76090939	0.000000
ENSG00000261360.1	CTD-2165H16.4	chr5	14664334	0.056584
ENSG00000221495.1	AC098680.1	chr4	38240233	0.000000
ENSG00000145782.8	ATG12	chr5	115169313	2.646163
ENSG00000253530.1	RP11-103H7.3	chr8	127530942	0.000000
ENSG00000267683.1	AC008991.1	chr19	29383837	0.000000
ENSG00000102539.4	MLNR	chr13	49794473	0.000000
ENSG00000148225.11	WDR31	chr9	116102496	0.238787
ENSG00000236525.1	AC007278.2	chr2	103050416	0.000000
ENSG00000252272.1	RNA5SP470	chr19	29492576	0.000000
ENSG00000148702.10	HABP2	chr10	115310595	0.000000
ENSG00000206875.1	RNU6-761P	chr6	41986202	0.000000
ENSG00000239230.2	RN7SL95P	chr2	169297665	0.000000
ENSG00000145949.8	MYLK4	chr6	2751104	0.000000
ENSG00000229590.2	MSX2P1	chr17	56234388	0.000000
ENSG00000094841.9	UPRT	chrX	74493919	3.918386
ENSG00000124568.6	SLC17A1	chr6	25830751	0.000000
ENSG00000251111.2	FCF1P8	chr4	56218525	0.000000
ENSG00000226457.1	RP11-430L17.1	chr1	16695975	0.000000
ENSG00000266378.1	RP11-214O1.3	chr17	14230651	0.000000
ENSG00000258066.1	RP11-781A6.1	chr12	78169562	0.000000
ENSG00000187021.10	PNLIPRP1	chr10	118349896	0.000000
ENSG00000200783.1	RN7SKP180	chr17	70660241	0.000000
ENSG00000056661.9	PCGF2	chr17	36891799	4.260026
ENSG00000167046.4	RP11-93B14.6	chr20	61274606	0.000000
ENSG00000155463.8	OXA1L	chr14	23235730	6.670444
ENSG00000118193.7	KIF14	chr1	200589812	2.411426
ENSG00000240439.2	RN7SL91P	chrX	25079006	0.000000
ENSG00000260577.1	RP11-615I2.2	chr16	68680021	0.000000
ENSG00000261055.1	RP11-195M16.3	chr1	110438594	0.000000
ENSG00000272836.1	RP3-402G11.27	chr22	50644441	0.000000
ENSG00000223111.1	SNORA74	chr10	51611174	0.000000
ENSG00000243477.1	NAT6	chr3	50336251	0.072150
ENSG00000201412.1	Y_RNA	chr10	94470315	0.000000
ENSG00000250651.1	PABPC1P7	chr4	103817881	0.000000
ENSG00000231495.1	RP1-213J1P__B.2	chr22	28103577	0.000000
ENSG00000272967.1	RP11-190C22.9	chr3	119298447	0.000000
ENSG00000270222.1	RP11-105C20.3	chr16	59689505	0.000000
ENSG00000253063.1	RNU6-494P	chr12	32630355	0.000000
ENSG00000272991.1	AF129408.17	chr21	40556394	0.000000
ENSG00000188257.6	PLA2G2A	chr1	20305510	0.000000
ENSG00000203346.1	AL162458.1	chr20	44644110	0.000000
ENSG00000248416.1	RP11-1191J2.4	chr4	717773	0.000000
ENSG00000253108.1	RP1-84O15.2	chr8	34085956	0.000000
ENSG00000213816.3	CNN2P4	chr9	43997829	0.000000
ENSG00000204658.5	RP11-218C14.2	chr20	23564281	0.000000
ENSG00000238748.1	snoU13	chr12	100795922	0.000000
ENSG00000220721.1	OR1F12	chr6	28041093	0.000000
ENSG00000228871.2	MEP1AP1	chr9	42338819	0.000000
ENSG00000235003.1	RP11-459O16.7	chr9	66396885	0.000000
ENSG00000236539.3	HNRNPA1P54	chr1	179426400	0.000000
ENSG00000253293.3	HOXA10	chr7	27212458	0.000000
ENSG00000238035.4	AC138035.2	chr5	180733502	0.000000
ENSG00000134240.7	HMGCS2	chr1	120301987	0.000000
ENSG00000252481.1	SCARNA13	chr14	95999916	0.000000
ENSG00000116237.11	ICMT	chr1	6283512	1.454176
ENSG00000206549.8	PRSS50	chr3	46759264	0.000000
ENSG00000251685.2	RP11-813N20.1	chr4	69870802	0.000000
